customer_id,company_name,signup_date,country,acquisition_channel,company_size_segment,initial_plan,payment_method,is_auto_renew
2589,Wright-Soto,2024-09-06,Germany,paid_search,small,Starter,credit_card,True
2590,Salas-York,2024-09-09,Netherlands,organic,small,Growth,paypal,True
2591,"Blackwell, Clark and Miller",2024-09-13,Netherlands,organic,small,Growth,credit_card,True
2592,Gibbs-Mendez,2024-09-08,Canada,paid_search,medium,Enterprise,credit_card,True
2593,Romero Ltd,2024-09-06,France,content_marketing,enterprise,Enterprise,credit_card,True
2594,"Brooks, Stone and White",2024-09-13,Australia,content_marketing,small,Starter,credit_card,False
2595,"Brooks, Neal and Baldwin",2024-09-23,United States,paid_search,enterprise,Enterprise,paypal,False
2596,Wells-Perkins,2024-09-07,United Kingdom,referral,small,Starter,credit_card,True
2597,"Morse, Silva and Johnson",2024-09-11,United States,organic,small,Growth,bank_transfer,False
2598,Jacobson Group,2024-09-29,Canada,referral,small,Starter,paypal,True
2599,Foster LLC,2024-09-20,United Kingdom,content_marketing,small,Growth,credit_card,True
2600,Oneal-Duncan,2024-09-02,United States,paid_search,enterprise,Starter,bank_transfer,True
2601,Scott-Miller,2024-09-11,United Kingdom,referral,medium,Starter,credit_card,False
2602,Phillips PLC,2024-09-03,United States,referral,medium,Enterprise,credit_card,True
2603,Hall-Williams,2024-09-02,Australia,content_marketing,medium,Starter,bank_transfer,True
2604,"Oliver, Simmons and Mcdonald",2024-09-11,Canada,partner,small,Growth,credit_card,True
2605,Richardson-Jimenez,2024-09-22,Netherlands,organic,small,Growth,ach,True
2606,Reyes-White,2024-09-27,United States,content_marketing,small,Starter,credit_card,True
2607,Baker Inc,2024-09-30,Netherlands,referral,small,Growth,credit_card,True
2608,Valenzuela-Phillips,2024-09-27,Germany,referral,small,Growth,bank_transfer,True
2609,"Hunt, Schneider and Hartman",2024-09-25,France,paid_search,small,Starter,credit_card,False
2610,Garcia Inc,2024-09-02,United States,content_marketing,medium,Growth,credit_card,True
2611,Johnson-Gonzalez,2024-09-18,Canada,paid_search,medium,Growth,paypal,True
2612,Leonard LLC,2024-09-20,United States,organic,small,Starter,paypal,False
2613,Mcgee-Mack,2024-09-19,Canada,paid_search,medium,Enterprise,credit_card,True
2614,Lee-Munoz,2024-09-19,United States,paid_search,small,Starter,credit_card,True
2615,Murillo Ltd,2024-09-03,France,paid_search,small,Starter,bank_transfer,True
2616,"Daniels, Green and Carrillo",2024-09-16,United States,paid_search,small,Growth,paypal,True
2617,Short-Logan,2024-09-28,Netherlands,organic,small,Growth,credit_card,True
2618,Bautista-Underwood,2024-09-16,United Kingdom,content_marketing,small,Starter,credit_card,True
2619,"Smith, Valdez and Hays",2024-09-12,United States,partner,small,Growth,credit_card,True
2620,Grimes and Sons,2024-09-06,United Kingdom,organic,medium,Starter,credit_card,False
2621,Cummings and Sons,2024-09-19,Germany,organic,small,Starter,credit_card,True
2622,Hall-Matthews,2024-09-24,United States,partner,medium,Starter,bank_transfer,True
2623,"Todd, Sharp and Murray",2024-09-08,Netherlands,referral,medium,Growth,bank_transfer,True
2624,Edwards and Sons,2024-09-05,Netherlands,paid_search,small,Growth,credit_card,True
2625,Carrillo-Wolfe,2024-09-01,United Kingdom,paid_search,medium,Starter,paypal,True
2626,Gonzales PLC,2024-09-19,France,content_marketing,small,Starter,credit_card,False
2627,Brooks PLC,2024-09-19,Netherlands,paid_search,small,Enterprise,bank_transfer,True
2628,Torres Ltd,2024-09-14,United Kingdom,paid_search,medium,Enterprise,credit_card,False
2629,Porter Ltd,2024-09-17,Netherlands,partner,medium,Enterprise,credit_card,True
2630,Morgan-Barnes,2024-09-30,Netherlands,content_marketing,small,Starter,paypal,True
2631,"Goodwin, Farmer and Vaughn",2024-09-06,United States,paid_search,small,Starter,paypal,True
2632,Nguyen-Johnson,2024-09-03,Germany,organic,small,Growth,credit_card,True
2633,Weeks and Sons,2024-09-22,Ireland,partner,small,Growth,bank_transfer,False
2634,Carroll-Lloyd,2024-09-11,United States,organic,small,Starter,credit_card,True
2635,"Berry, Myers and James",2024-09-16,United States,referral,small,Starter,paypal,True
2636,Brown-Hughes,2024-09-25,Ireland,paid_search,small,Growth,paypal,False
2637,Rodriguez-Hudson,2024-09-18,Australia,paid_search,small,Starter,credit_card,True
2638,Fowler-Torres,2024-09-17,Netherlands,organic,enterprise,Enterprise,credit_card,True
2639,Garcia PLC,2024-09-06,United States,paid_search,small,Enterprise,credit_card,True
2640,Johnson Ltd,2024-09-05,United States,organic,medium,Growth,credit_card,True
2641,"Burns, Lopez and Jones",2024-09-09,Canada,organic,medium,Enterprise,credit_card,True
2642,Campbell-Hall,2024-09-24,Canada,referral,small,Enterprise,bank_transfer,False
2643,"Warren, Gibson and Wood",2024-09-01,United Kingdom,content_marketing,small,Starter,credit_card,True
2644,Jackson Group,2024-09-09,United States,referral,medium,Growth,credit_card,False
2645,Moore-Rodriguez,2024-09-28,United States,organic,enterprise,Enterprise,paypal,True
2646,"Barnes, Paul and Price",2024-09-25,United Kingdom,organic,enterprise,Enterprise,credit_card,False
2647,Anderson and Sons,2024-09-22,United States,paid_search,small,Starter,credit_card,True
2648,Reynolds-Mckinney,2024-09-15,Germany,referral,enterprise,Growth,bank_transfer,True
2649,Moore-Andrews,2024-09-01,Ireland,organic,small,Growth,credit_card,True
2650,Matthews-Shaw,2024-09-03,Canada,organic,medium,Enterprise,paypal,False
2651,"Stevens, Harris and Ritter",2024-09-17,Netherlands,referral,small,Starter,credit_card,False
2652,Brown-Ross,2024-09-09,United States,organic,small,Growth,ach,True
2653,Fox PLC,2024-09-04,Germany,organic,small,Starter,paypal,True
2654,Stevens-Johnston,2024-09-14,United Kingdom,organic,small,Starter,bank_transfer,False
2655,"Davis, Lucas and Ellison",2024-09-23,Canada,paid_search,medium,Enterprise,bank_transfer,True
2656,Graves-Dawson,2024-09-19,Australia,paid_search,small,Starter,credit_card,True
2657,Myers-Colon,2024-09-07,Germany,organic,small,Growth,credit_card,True
2658,Perry and Sons,2024-09-21,United States,organic,medium,Growth,credit_card,True
2659,"Quinn, Ellis and Bartlett",2024-09-27,Netherlands,organic,medium,Starter,credit_card,True
2660,Hale Inc,2024-09-27,United States,organic,small,Starter,credit_card,True
2661,Hale-Williams,2024-09-17,United States,paid_search,medium,Enterprise,paypal,True
2662,Hill Ltd,2024-09-22,Ireland,content_marketing,medium,Growth,credit_card,False
2663,"Carter, Hendricks and Wolfe",2024-09-27,United States,content_marketing,medium,Growth,credit_card,True
2664,"Barrera, Kerr and Jenkins",2024-09-26,United Kingdom,paid_search,medium,Growth,credit_card,True
2665,"Martinez, Wood and Campos",2024-09-06,France,content_marketing,small,Starter,bank_transfer,False
2666,"Miranda, Nguyen and Hayes",2024-09-27,United States,paid_search,medium,Growth,credit_card,False
2667,Clark-Williams,2024-09-16,Canada,organic,small,Growth,credit_card,True
2668,Jones Ltd,2024-09-30,United Kingdom,referral,small,Starter,credit_card,False
2669,"Brady, James and Reese",2024-09-24,Australia,paid_search,medium,Growth,credit_card,True
2670,Sanders Inc,2024-09-12,Netherlands,partner,medium,Growth,credit_card,False
2671,Wilson-Stark,2024-09-24,France,paid_search,enterprise,Enterprise,credit_card,True
2672,Santiago-Marshall,2024-09-03,United States,content_marketing,small,Starter,credit_card,True
2673,Jones-Kelley,2024-09-27,Canada,organic,small,Starter,credit_card,True
2674,Reeves Group,2024-09-20,United States,paid_search,enterprise,Enterprise,credit_card,False
2675,Ruiz LLC,2024-09-04,United Kingdom,paid_search,small,Growth,credit_card,True
2676,Jackson Inc,2024-09-23,France,paid_search,medium,Growth,credit_card,True
2677,"Garcia, Phillips and Nichols",2024-09-22,United States,organic,small,Starter,paypal,True
2678,Jackson-Powers,2024-09-27,United States,referral,enterprise,Enterprise,bank_transfer,False
2679,Byrd and Sons,2024-09-14,United States,content_marketing,small,Growth,paypal,True
2680,Howard-Robinson,2024-09-18,France,organic,small,Growth,paypal,True
2681,Stafford PLC,2024-09-30,Ireland,paid_search,medium,Growth,credit_card,True
2682,Ramos Inc,2024-09-06,United States,paid_search,small,Starter,bank_transfer,True
2683,"Cain, Davidson and Moran",2024-09-17,Canada,referral,small,Growth,credit_card,False
2684,Myers LLC,2024-09-16,Germany,partner,medium,Growth,paypal,True
2685,Williams-Smith,2024-09-14,France,content_marketing,small,Enterprise,paypal,True
2686,Wang-Mcfarland,2024-09-19,United States,partner,medium,Enterprise,credit_card,True
2687,Kerr-Gonzalez,2024-09-02,United States,paid_search,small,Growth,credit_card,True
2688,Fisher Inc,2024-09-30,Canada,partner,medium,Starter,paypal,False
2689,Hoover-Frazier,2024-09-02,United States,content_marketing,small,Starter,credit_card,False
2690,Walker Inc,2024-09-11,United States,content_marketing,small,Starter,credit_card,True
2691,"Jackson, Jackson and Perry",2024-09-19,United Kingdom,organic,small,Growth,credit_card,True
2692,Ochoa LLC,2024-09-03,Australia,content_marketing,medium,Starter,credit_card,True
2693,"Sims, Weber and Villa",2024-09-23,United States,organic,small,Starter,credit_card,True
2694,Mcmillan-Martinez,2024-09-24,Canada,organic,small,Growth,credit_card,True
2695,Rodriguez LLC,2024-09-27,United States,organic,medium,Growth,credit_card,True
2696,Smith Ltd,2024-09-25,United States,organic,medium,Growth,credit_card,True
2697,Smith-Lewis,2024-09-10,Netherlands,referral,medium,Growth,credit_card,True
2698,Jones LLC,2024-09-08,Netherlands,referral,small,Starter,bank_transfer,False
2699,"Hanson, Williams and Mcclure",2024-09-30,United Kingdom,organic,small,Starter,credit_card,True
2700,Turner-George,2024-09-04,United States,organic,small,Enterprise,credit_card,False
2701,Marquez PLC,2024-09-04,United States,partner,medium,Enterprise,credit_card,True
2702,King Inc,2024-09-18,France,referral,small,Starter,ach,True
2703,"Nguyen, Mccoy and Price",2024-09-27,United States,organic,medium,Growth,bank_transfer,True
2704,"Anderson, Thompson and Gill",2024-09-07,Ireland,partner,medium,Enterprise,credit_card,True
2705,"Stewart, York and Olson",2024-09-23,United States,organic,small,Growth,ach,True
2706,Smith-Barr,2024-09-20,Canada,organic,enterprise,Growth,credit_card,True
2707,Reyes-Davidson,2024-09-23,France,paid_search,small,Enterprise,bank_transfer,True
2708,Gordon Ltd,2024-09-02,United States,referral,medium,Enterprise,paypal,True
2709,Hall PLC,2024-09-29,France,referral,small,Growth,credit_card,True
2710,Parker Ltd,2024-09-28,Canada,referral,small,Growth,bank_transfer,True
2711,Todd-Harvey,2024-09-08,Canada,organic,medium,Growth,credit_card,True
2712,Taylor Group,2024-09-18,Germany,organic,small,Starter,credit_card,True
2713,Harris-Bennett,2024-09-02,United States,referral,small,Starter,credit_card,True
2714,"Johnson, Mclean and George",2024-09-13,Germany,paid_search,small,Starter,paypal,True
2715,Stevenson-Murphy,2024-09-26,United States,partner,small,Growth,credit_card,True
2716,Stewart-Buchanan,2024-09-03,United States,organic,small,Starter,ach,True
2717,Meyer Group,2024-09-03,United Kingdom,paid_search,small,Growth,credit_card,False
2718,"Hess, Christensen and Perez",2024-09-26,Germany,content_marketing,small,Starter,credit_card,True
2719,"Rivera, Allen and Ryan",2024-09-06,United States,organic,small,Starter,credit_card,True
2720,"Mcneil, Solis and Horton",2024-09-05,Ireland,content_marketing,medium,Starter,credit_card,True
2721,Franklin Group,2024-09-13,Canada,paid_search,small,Growth,credit_card,False
2722,"Morris, Ramos and Smith",2024-09-03,United States,paid_search,small,Starter,ach,True
2723,Jones-Lee,2024-09-05,United States,paid_search,small,Starter,credit_card,False
2724,"Braun, Mays and Martinez",2024-10-17,United Kingdom,partner,small,Starter,credit_card,True
2725,Watkins and Sons,2024-10-31,United Kingdom,paid_search,small,Starter,bank_transfer,False
2726,Romero Group,2024-10-21,Canada,content_marketing,medium,Growth,credit_card,True
2727,"Mcdonald, Martin and Gonzalez",2024-10-21,France,organic,medium,Growth,paypal,False
2728,Thompson-Wright,2024-10-01,United States,organic,small,Starter,credit_card,True
2729,Ray-Faulkner,2024-10-30,France,paid_search,medium,Growth,credit_card,True
2730,Nelson Group,2024-10-10,United States,organic,small,Starter,ach,True
2731,Tapia LLC,2024-10-30,United Kingdom,paid_search,small,Starter,credit_card,True
2732,Gray-Ruiz,2024-10-02,United States,paid_search,small,Growth,bank_transfer,True
2733,Wagner-Moss,2024-10-07,United States,organic,small,Starter,credit_card,True
2734,Weiss Group,2024-10-15,Germany,content_marketing,small,Growth,credit_card,False
2735,Gill Group,2024-10-11,United Kingdom,paid_search,small,Growth,credit_card,True
2736,Blake LLC,2024-10-06,Canada,referral,small,Growth,credit_card,True
2737,"Medina, Tran and Thompson",2024-10-11,United Kingdom,referral,small,Starter,credit_card,True
2738,Ford-Chavez,2024-10-13,Germany,referral,medium,Enterprise,credit_card,True
2739,Hart-Castillo,2024-10-28,United States,referral,small,Starter,ach,False
2740,Taylor-Harrison,2024-10-29,United States,referral,enterprise,Enterprise,credit_card,True
2741,Hendricks Inc,2024-10-27,Germany,paid_search,small,Starter,credit_card,True
2742,Hensley Ltd,2024-10-29,United Kingdom,organic,medium,Enterprise,credit_card,False
2743,"Brooks, Sullivan and Perry",2024-10-08,Australia,partner,small,Starter,paypal,True
2744,Waller-Brooks,2024-10-19,Germany,paid_search,small,Starter,credit_card,False
2745,Parker-Archer,2024-10-08,Ireland,partner,medium,Growth,bank_transfer,True
2746,Ortiz Inc,2024-10-06,Australia,content_marketing,small,Enterprise,credit_card,True
2747,Cruz PLC,2024-10-07,United States,organic,small,Starter,bank_transfer,True
2748,Lee Group,2024-10-25,United States,paid_search,small,Growth,paypal,True
2749,Wise-Walton,2024-10-30,United States,organic,small,Starter,credit_card,True
2750,Hicks-Burns,2024-10-28,United States,organic,small,Growth,credit_card,False
2751,"Richardson, Brown and Cruz",2024-10-28,Canada,organic,small,Starter,credit_card,False
2752,Fitzgerald-Allen,2024-10-16,United States,paid_search,small,Growth,credit_card,True
2753,Dorsey LLC,2024-10-31,Australia,paid_search,enterprise,Enterprise,bank_transfer,True
2754,"Mann, Johnson and Wade",2024-10-08,United States,paid_search,small,Growth,paypal,True
2755,Green Group,2024-10-06,United Kingdom,paid_search,small,Starter,bank_transfer,True
2756,"Hernandez, Wright and Lane",2024-10-10,Canada,content_marketing,small,Starter,credit_card,True
2757,"Skinner, Smith and Wise",2024-10-15,Germany,paid_search,small,Starter,credit_card,True
2758,"Dawson, Cruz and Mccarthy",2024-10-18,Canada,referral,medium,Growth,paypal,False
2759,Stone and Sons,2024-10-29,France,partner,medium,Starter,paypal,True
2760,Martin-Simmons,2024-10-21,Germany,paid_search,small,Growth,credit_card,False
2761,"Turner, Ponce and Barrett",2024-10-02,Netherlands,paid_search,small,Starter,credit_card,True
2762,Willis-Gross,2024-10-31,United States,organic,small,Growth,paypal,False
2763,"Booth, Rodriguez and Armstrong",2024-10-15,France,paid_search,small,Starter,credit_card,True
2764,Olsen-Adams,2024-10-05,Canada,partner,medium,Growth,credit_card,True
2765,Conrad Group,2024-10-07,United States,organic,medium,Growth,credit_card,False
2766,"Parker, Benitez and Velasquez",2024-10-24,United States,organic,small,Starter,credit_card,True
2767,Davis Ltd,2024-10-28,United Kingdom,paid_search,medium,Growth,bank_transfer,True
2768,Warren-Pena,2024-10-24,United Kingdom,referral,small,Growth,paypal,True
2769,"Jordan, Thompson and Lopez",2024-10-08,United States,paid_search,small,Starter,bank_transfer,True
2770,Gonzalez and Sons,2024-10-23,Ireland,organic,medium,Growth,credit_card,True
2771,"Fry, Hayes and Olsen",2024-10-26,Germany,organic,enterprise,Enterprise,credit_card,False
2772,Harris Ltd,2024-10-31,Australia,content_marketing,small,Growth,credit_card,True
2773,Lamb and Sons,2024-10-24,Netherlands,organic,small,Growth,credit_card,False
2774,Bird-Savage,2024-10-27,Germany,referral,small,Growth,paypal,False
2775,Sims-Weber,2024-10-26,United States,referral,enterprise,Enterprise,credit_card,True
2776,"Martin, Carter and Gray",2024-10-08,United States,organic,medium,Enterprise,credit_card,True
2777,Brown-Johnson,2024-10-28,Canada,organic,small,Growth,credit_card,True
2778,Woods Ltd,2024-10-11,United States,paid_search,enterprise,Growth,ach,False
2779,Smith LLC,2024-10-31,United States,organic,small,Growth,credit_card,False
2780,Ortega Inc,2024-10-04,Germany,organic,small,Starter,bank_transfer,False
2781,Clark Inc,2024-10-23,Ireland,organic,small,Starter,ach,True
2782,Morrison-Hatfield,2024-10-29,Netherlands,paid_search,small,Growth,credit_card,True
2783,Frederick-Kennedy,2024-10-26,Netherlands,content_marketing,enterprise,Growth,credit_card,True
2784,Munoz-Rogers,2024-10-23,United States,organic,medium,Growth,ach,True
2785,"Wu, Key and Montoya",2024-10-06,Netherlands,referral,small,Starter,credit_card,True
2786,Ortega-Gray,2024-10-06,United States,paid_search,small,Starter,credit_card,True
2787,Hester LLC,2024-10-22,United States,organic,small,Growth,credit_card,True
2788,Smith Ltd,2024-10-24,Netherlands,referral,medium,Growth,credit_card,True
2789,Hardy-Barron,2024-10-29,France,organic,small,Starter,credit_card,True
2790,Johnson Inc,2024-10-01,Ireland,partner,medium,Growth,credit_card,False
2791,"Ramirez, Lyons and Briggs",2024-10-17,Netherlands,organic,small,Starter,credit_card,True
2792,Hayes-Parks,2024-10-09,United States,partner,medium,Starter,paypal,True
2793,Robertson-Keller,2024-10-20,Germany,paid_search,medium,Enterprise,credit_card,False
2794,Andersen LLC,2024-10-06,United Kingdom,organic,medium,Growth,credit_card,True
2795,Schultz Inc,2024-10-03,United Kingdom,organic,small,Starter,bank_transfer,True
2796,"Nguyen, Wallace and Lawson",2024-10-19,United Kingdom,organic,small,Starter,paypal,True
2797,Stevenson-Bauer,2024-10-05,France,content_marketing,small,Starter,paypal,True
2798,Patterson-Huynh,2024-10-22,Germany,referral,small,Starter,credit_card,True
2799,Hatfield-Vincent,2024-10-31,Australia,paid_search,medium,Starter,paypal,True
2800,Navarro LLC,2024-10-22,Canada,organic,small,Starter,credit_card,True
2801,"Lee, Thomas and Meyer",2024-10-02,United States,organic,small,Starter,paypal,False
2802,"Glover, Moran and Johnson",2024-10-21,United States,content_marketing,small,Starter,bank_transfer,True
2803,Robles-Turner,2024-10-10,Australia,organic,small,Growth,paypal,True
2804,"Davies, Archer and Owens",2024-10-14,United Kingdom,organic,small,Growth,credit_card,True
2805,Friedman-Olson,2024-10-11,United States,organic,small,Enterprise,paypal,True
2806,"Allen, Lewis and Mullins",2024-10-22,France,paid_search,small,Starter,paypal,False
2807,"Graves, Garcia and Holder",2024-10-21,France,organic,small,Growth,bank_transfer,True
2808,Martin LLC,2024-10-13,United States,paid_search,small,Starter,paypal,True
2809,Miranda-Robinson,2024-10-05,Australia,referral,small,Growth,credit_card,True
2810,Wade-Lynn,2024-10-06,United States,organic,small,Starter,bank_transfer,False
2811,"Martinez, Taylor and Nichols",2024-10-18,United States,paid_search,small,Starter,credit_card,True
2812,"Vasquez, Pope and Cook",2024-10-25,Ireland,organic,small,Enterprise,credit_card,False
2813,Huynh PLC,2024-10-14,Netherlands,organic,medium,Enterprise,credit_card,False
2814,Schneider Group,2024-10-17,Germany,referral,small,Starter,credit_card,True
2815,"Paul, Hardy and Valdez",2024-10-01,United States,paid_search,medium,Starter,bank_transfer,True
2816,"Burch, Kim and Hall",2024-10-06,United States,referral,medium,Growth,credit_card,True
2817,Wilson-Miller,2024-10-11,Netherlands,paid_search,small,Starter,credit_card,True
2818,Peterson PLC,2024-10-12,Netherlands,content_marketing,medium,Growth,credit_card,True
2819,Garner Inc,2024-10-25,Australia,paid_search,small,Starter,credit_card,False
2820,"Richardson, Castaneda and Finley",2024-10-14,Canada,paid_search,medium,Starter,credit_card,True
2821,"Mclaughlin, Collins and Lawrence",2024-10-17,Germany,organic,enterprise,Enterprise,bank_transfer,False
2822,Boone Group,2024-10-29,France,partner,medium,Growth,credit_card,True
2823,Wise-Salinas,2024-10-25,Netherlands,referral,medium,Growth,ach,False
2824,Meyer PLC,2024-10-25,United States,paid_search,medium,Growth,credit_card,True
2825,"Walker, Foster and Medina",2024-10-08,Canada,organic,small,Enterprise,paypal,True
2826,Stewart-Cabrera,2024-10-29,Netherlands,referral,medium,Starter,paypal,True
2827,Hood-Porter,2024-10-25,United States,referral,small,Growth,credit_card,True
2828,Hernandez-Campbell,2024-10-02,Netherlands,paid_search,medium,Growth,credit_card,True
2829,"Ortega, Solis and Warner",2024-10-18,Germany,paid_search,small,Starter,credit_card,False
2830,"Flores, Shaw and Barker",2024-10-20,United States,partner,small,Growth,credit_card,True
2831,Shea-Mccarthy,2024-10-14,Ireland,paid_search,small,Starter,credit_card,False
2832,Welch-Lewis,2024-10-24,Canada,organic,small,Starter,credit_card,True
2833,Padilla-Bennett,2024-10-31,United States,partner,medium,Enterprise,credit_card,True
2834,Hernandez-Moran,2024-10-05,Germany,partner,medium,Growth,credit_card,False
2835,"Michael, Walker and Fitzgerald",2024-10-11,Germany,referral,small,Starter,bank_transfer,True
2836,Gates Ltd,2024-10-29,Germany,paid_search,small,Starter,paypal,False
2837,Evans-Briggs,2024-10-14,United States,organic,small,Growth,credit_card,False
2838,Ritter PLC,2024-10-01,Australia,paid_search,small,Enterprise,credit_card,True
2839,Rogers-Gregory,2024-10-12,United States,referral,small,Starter,paypal,True
2840,Todd-Myers,2024-10-20,United States,organic,medium,Enterprise,ach,True
2841,"Acosta, Campbell and Leblanc",2024-10-31,United Kingdom,organic,medium,Enterprise,credit_card,True
2842,"Chase, Long and Anderson",2024-10-10,Ireland,referral,medium,Growth,credit_card,False
2843,"Glenn, Brown and Michael",2024-10-21,United States,organic,medium,Growth,paypal,True
2844,Ellis-Martin,2024-10-02,France,organic,small,Starter,credit_card,False
2845,Ramos Group,2024-10-02,United Kingdom,paid_search,small,Starter,credit_card,True
2846,Merritt-Clark,2024-10-08,Australia,organic,small,Starter,credit_card,True
2847,"Gonzalez, Curtis and Cox",2024-10-16,United States,paid_search,small,Growth,paypal,True
2848,"Garcia, Floyd and Garrison",2024-10-28,Germany,paid_search,small,Growth,paypal,True
2849,Clements-Simmons,2024-10-31,France,paid_search,medium,Starter,credit_card,True
2850,Howe Inc,2024-10-13,United States,organic,small,Starter,credit_card,True
2851,Mccann-White,2024-10-01,Netherlands,referral,medium,Growth,credit_card,True
2852,Wilson PLC,2024-10-27,United States,paid_search,enterprise,Enterprise,credit_card,True
2853,"Morgan, Hamilton and Hernandez",2024-10-17,France,partner,small,Starter,credit_card,True
2854,"Powell, Johnson and Allen",2024-10-29,Germany,content_marketing,medium,Enterprise,credit_card,True
2855,Turner-Carlson,2024-10-04,Canada,organic,medium,Starter,credit_card,False
2856,Delgado Group,2024-10-31,France,organic,small,Starter,credit_card,True
2857,"Esparza, Lambert and Davis",2024-10-27,France,referral,small,Starter,credit_card,False
2858,Hancock-Santos,2024-10-11,United Kingdom,content_marketing,enterprise,Growth,paypal,True
2859,Chen-Wallace,2024-10-06,United Kingdom,paid_search,enterprise,Enterprise,credit_card,True
2860,Wilson Inc,2024-10-21,United States,organic,small,Growth,credit_card,False
2861,Burns Ltd,2024-10-18,Ireland,organic,medium,Growth,credit_card,True
2862,"Walker, Matthews and Archer",2024-10-28,United States,paid_search,small,Growth,credit_card,True
2863,Hill-Mcgee,2024-10-10,United States,organic,medium,Growth,bank_transfer,False
2864,"White, Washington and Newman",2024-10-01,Canada,organic,small,Starter,bank_transfer,True
2865,Evans-Martinez,2024-10-23,France,referral,medium,Growth,bank_transfer,True
2866,Brown-Stout,2024-10-14,United States,partner,medium,Growth,ach,True
2867,"Lopez, Hess and Smith",2024-10-22,United States,paid_search,medium,Growth,credit_card,True
2868,"Roth, Logan and Moreno",2024-10-05,Canada,organic,small,Starter,credit_card,False
2869,Stone PLC,2024-10-03,France,paid_search,medium,Growth,credit_card,True
2870,"Reeves, Tyler and Martinez",2024-10-20,Ireland,content_marketing,small,Starter,credit_card,True
2871,Sheppard Inc,2024-10-12,United Kingdom,paid_search,small,Starter,paypal,True
2872,Atkins Ltd,2024-10-27,Canada,content_marketing,medium,Growth,bank_transfer,True
2873,Smith Group,2024-10-07,United States,paid_search,medium,Growth,paypal,True
2874,Martinez-Anderson,2024-10-01,United States,referral,small,Growth,credit_card,True
2875,Delgado Inc,2024-10-08,United States,organic,small,Starter,paypal,True
2876,"Scott, Mullins and Miller",2024-10-17,United States,referral,medium,Growth,bank_transfer,True
2877,Hunter LLC,2024-10-16,United States,content_marketing,small,Starter,paypal,True
2878,"Jackson, Rowland and Barrett",2024-10-04,United States,paid_search,small,Starter,paypal,True
2879,Turner PLC,2024-10-16,Canada,paid_search,small,Starter,bank_transfer,False
2880,Hopkins-Wallace,2024-10-22,Ireland,organic,medium,Enterprise,bank_transfer,True
2881,"Henry, Edwards and Bartlett",2024-10-13,Ireland,content_marketing,small,Starter,paypal,True
2882,Obrien-Dixon,2024-10-27,France,paid_search,enterprise,Enterprise,ach,True
2883,"Garcia, Weiss and Young",2024-10-29,Netherlands,paid_search,small,Starter,credit_card,True
2884,Thomas and Sons,2024-10-18,Australia,paid_search,small,Starter,paypal,True
2885,Guzman and Sons,2024-10-22,United States,organic,small,Starter,bank_transfer,False
2886,"Howard, Anderson and Dean",2024-10-29,Germany,referral,medium,Starter,credit_card,True
2887,Pierce LLC,2024-10-20,Canada,paid_search,small,Starter,credit_card,True
2888,Santos-Martin,2024-10-18,Canada,referral,medium,Enterprise,credit_card,True
2889,Miller-King,2024-10-25,Ireland,partner,enterprise,Enterprise,credit_card,True
2890,Bentley-Thomas,2024-10-15,Netherlands,referral,small,Growth,credit_card,True
2891,Jones Ltd,2024-10-03,Canada,paid_search,medium,Growth,paypal,True
2892,Cowan-Terry,2024-10-03,Germany,paid_search,medium,Growth,bank_transfer,True
2893,Klein PLC,2024-10-11,Ireland,partner,small,Growth,bank_transfer,True
2894,"Holland, Dixon and Martin",2024-10-17,United States,partner,medium,Enterprise,credit_card,False
2895,Stewart Group,2024-10-17,United States,organic,enterprise,Enterprise,credit_card,True
2896,Johnson-Munoz,2024-10-16,United States,partner,small,Growth,credit_card,True
2897,Nelson PLC,2024-10-24,United States,content_marketing,medium,Starter,credit_card,False
2898,Sutton Group,2024-10-27,Netherlands,content_marketing,medium,Growth,credit_card,False
2899,Murphy Inc,2024-10-14,United States,organic,small,Starter,credit_card,True
2900,Blankenship-Strickland,2024-10-17,United States,partner,small,Starter,paypal,True
2901,Melton and Sons,2024-10-11,France,referral,small,Starter,credit_card,False
2902,Smith-Bennett,2024-10-19,Canada,organic,small,Starter,credit_card,True
2903,Gray Inc,2024-10-05,United States,content_marketing,small,Starter,credit_card,True
2904,Thompson Ltd,2024-10-17,Canada,organic,medium,Growth,credit_card,True
2905,Chapman-Roman,2024-10-02,Ireland,organic,small,Starter,credit_card,True
2906,Rice Ltd,2024-10-23,United States,referral,medium,Growth,credit_card,True
2907,"Grimes, Arnold and Lawson",2024-10-07,Canada,organic,medium,Growth,credit_card,True
2908,Jackson Group,2024-10-20,Germany,referral,medium,Growth,credit_card,True
2909,Reed Ltd,2024-10-14,United States,paid_search,small,Starter,bank_transfer,False
2910,"Faulkner, Schmidt and Wheeler",2024-10-13,Canada,organic,small,Starter,credit_card,True
2911,Woods-Anderson,2024-10-04,United States,paid_search,medium,Growth,credit_card,False
2912,Parks Ltd,2024-10-30,Germany,content_marketing,small,Starter,paypal,False
2913,Sandoval and Sons,2024-10-25,Netherlands,paid_search,small,Starter,credit_card,True
2914,Bradley-Adams,2024-10-26,United States,paid_search,medium,Growth,credit_card,True
2915,"Fowler, Wood and Waters",2024-10-23,United Kingdom,referral,small,Starter,credit_card,True
2916,"Franklin, Mann and White",2024-10-30,United States,referral,small,Growth,credit_card,False
2917,Lindsey-Shaw,2024-10-18,United Kingdom,organic,small,Growth,credit_card,True
